isco,lamas_name,conceptUri,preferredLabel,ISCO-08 Title EN,Avg All 3 Scores,Rank Avg All 3 Scores,esco_code_title,isco_code_title
1324,מנהל תחנת מוניות,http://data.europa.eu/esco/occupation/baae6dd1-4a59-480d-83b1-a0708a5a1736,maritime water transport general manager,"Supply, distribution and related managers",0.561077571,12,maritime water transport general manager http://data.europa.eu/esco/occupation/baae6dd1-4a59-480d-83b1-a0708a5a1736,"1324 Supply, distribution and related managers"
1324,מנהל תחנת מוניות,http://data.europa.eu/esco/occupation/bbba890e-ecae-43ba-9c5b-a65baa318f15,import export manager in machine tools,"Supply, distribution and related managers",0.502872937,28,import export manager in machine tools http://data.europa.eu/esco/occupation/bbba890e-ecae-43ba-9c5b-a65baa318f15,"1324 Supply, distribution and related managers"
1324,מנהל תחנת מוניות,http://data.europa.eu/esco/occupation/bd7c070b-333f-4b9d-a70a-25f135ff931e,"furniture, carpets and lighting equipment distribution manager","Supply, distribution and related managers",0.514908298,24,"furniture, carpets and lighting equipment distribution manager http://data.europa.eu/esco/occupation/bd7c070b-333f-4b9d-a70a-25f135ff931e","1324 Supply, distribution and related managers"
1324,מנהל תחנת מוניות,http://data.europa.eu/esco/occupation/c1ee52e0-f30a-4f8d-a7f5-b07f5f06f88f,dairy products and edible oils distribution manager,"Supply, distribution and related managers",0.34993665,81,dairy products and edible oils distribution manager http://data.europa.eu/esco/occupation/c1ee52e0-f30a-4f8d-a7f5-b07f5f06f88f,"1324 Supply, distribution and related managers"
1324,מנהל תחנת מוניות,http://data.europa.eu/esco/occupation/c430500d-0b8b-4ef5-8f91-3e98cff32356,import export manager in tobacco products,"Supply, distribution and related managers",0.494544266,33,import export manager in tobacco products http://data.europa.eu/esco/occupation/c430500d-0b8b-4ef5-8f91-3e98cff32356,"1324 Supply, distribution and related managers"
1324,מנהל תחנת מוניות,http://data.europa.eu/esco/occupation/c71ee6a5-ce48-4afd-aa1e-eaabf17ccbc0,import export manager in waste and scrap,"Supply, distribution and related managers",0.423896248,60,import export manager in waste and scrap http://data.europa.eu/esco/occupation/c71ee6a5-ce48-4afd-aa1e-eaabf17ccbc0,"1324 Supply, distribution and related managers"
1324,מנהל תחנת מוניות,http://data.europa.eu/esco/occupation/ccbb7213-79f7-489e-9dad-f90091e550d0,import export manager in clothing and footwear,"Supply, distribution and related managers",0.493738057,34,import export manager in clothing and footwear http://data.europa.eu/esco/occupation/ccbb7213-79f7-489e-9dad-f90091e550d0,"1324 Supply, distribution and related managers"
1324,מנהל תחנת מוניות,http://data.europa.eu/esco/occupation/d46a0f9d-4474-46f8-b59d-7970da915b94,"hardware, plumbing and heating equipment and supplies distribution manager","Supply, distribution and related managers",0.497374788,31,"hardware, plumbing and heating equipment and supplies distribution manager http://data.europa.eu/esco/occupation/d46a0f9d-4474-46f8-b59d-7970da915b94","1324 Supply, distribution and related managers"
1324,מנהל תחנת מוניות,http://data.europa.eu/esco/occupation/d7a12ff0-7e25-4dab-98c5-1f5a781da8ad,"import export manager in hides, skins and leather products","Supply, distribution and related managers",0.380799077,73,"import export manager in hides, skins and leather products http://data.europa.eu/esco/occupation/d7a12ff0-7e25-4dab-98c5-1f5a781da8ad","1324 Supply, distribution and related managers"
1324,מנהל תחנת מוניות,http://data.europa.eu/esco/occupation/d9632b0a-3c95-4a8a-a15c-c5413beda52e,import export manager in pharmaceutical goods,"Supply, distribution and related managers",0.465023704,44,import export manager in pharmaceutical goods http://data.europa.eu/esco/occupation/d9632b0a-3c95-4a8a-a15c-c5413beda52e,"1324 Supply, distribution and related managers"
1324,מנהל תחנת מוניות,http://data.europa.eu/esco/occupation/dc29cd23-d6ba-46b0-bc2f-424e20270099,import export manager in fruit and vegetables,"Supply, distribution and related managers",0.431120358,58,import export manager in fruit and vegetables http://data.europa.eu/esco/occupation/dc29cd23-d6ba-46b0-bc2f-424e20270099,"1324 Supply, distribution and related managers"
1324,מנהל תחנת מוניות,http://data.europa.eu/esco/occupation/dc2a924c-653a-4922-9226-f6909dd64580,"import export manager in agricultural raw materials, seeds and animal feeds","Supply, distribution and related managers",0.328654784,84,"import export manager in agricultural raw materials, seeds and animal feeds http://data.europa.eu/esco/occupation/dc2a924c-653a-4922-9226-f6909dd64580","1324 Supply, distribution and related managers"
1324,מנהל תחנת מוניות,http://data.europa.eu/esco/occupation/de0084a5-7e00-43cc-bc51-3cb70a031295,electrical household appliances distribution manager,"Supply, distribution and related managers",0.447812778,54,electrical household appliances distribution manager http://data.europa.eu/esco/occupation/de0084a5-7e00-43cc-bc51-3cb70a031295,"1324 Supply, distribution and related managers"
1324,מנהל תחנת מוניות,http://data.europa.eu/esco/occupation/e0433bbb-8a93-4ab4-ac7a-84ccc1a04637,beverages distribution manager,"Supply, distribution and related managers",0.578423354,7,beverages distribution manager http://data.europa.eu/esco/occupation/e0433bbb-8a93-4ab4-ac7a-84ccc1a04637,"1324 Supply, distribution and related managers"
1324,מנהל תחנת מוניות,http://data.europa.eu/esco/occupation/e04bca7b-c0c7-454d-9d15-dfb64a30dc0a,agricultural machinery and equipment distribution manager,"Supply, distribution and related managers",0.365819208,77,agricultural machinery and equipment distribution manager http://data.europa.eu/esco/occupation/e04bca7b-c0c7-454d-9d15-dfb64a30dc0a,"1324 Supply, distribution and related managers"
1324,מנהל תחנת מוניות,http://data.europa.eu/esco/occupation/e83bf81f-c1d0-48e1-8533-7d65be8007c5,"sugar, chocolate and sugar confectionery distribution manager","Supply, distribution and related managers",0.387513172,70,"sugar, chocolate and sugar confectionery distribution manager http://data.europa.eu/esco/occupation/e83bf81f-c1d0-48e1-8533-7d65be8007c5","1324 Supply, distribution and related managers"
1324,מנהל תחנת מוניות,http://data.europa.eu/esco/occupation/e997358a-f6ed-4b5d-bebe-2a33b01ea3d2,import export manager in electrical household appliances,"Supply, distribution and related managers",0.452924221,51,import export manager in electrical household appliances http://data.europa.eu/esco/occupation/e997358a-f6ed-4b5d-bebe-2a33b01ea3d2,"1324 Supply, distribution and related managers"
1324,מנהל תחנת מוניות,http://data.europa.eu/esco/occupation/ee5f8b2f-4b40-4426-8290-a6926ae4898b,meat and meat products distribution manager,"Supply, distribution and related managers",0.282414154,88,meat and meat products distribution manager http://data.europa.eu/esco/occupation/ee5f8b2f-4b40-4426-8290-a6926ae4898b,"1324 Supply, distribution and related managers"
1324,מנהל תחנת מוניות,http://data.europa.eu/esco/occupation/f56e33a3-01bb-46ba-98f4-d47aa242b983,road transport division manager,"Supply, distribution and related managers",0.659727027,1,road transport division manager http://data.europa.eu/esco/occupation/f56e33a3-01bb-46ba-98f4-d47aa242b983,"1324 Supply, distribution and related managers"
1324,מנהל תחנת מוניות,http://data.europa.eu/esco/occupation/f8d7d59d-242d-4903-9e0d-d2d23a0ef4c3,"coffee, tea, cocoa and spices distribution manager","Supply, distribution and related managers",0.449374045,52,"coffee, tea, cocoa and spices distribution manager http://data.europa.eu/esco/occupation/f8d7d59d-242d-4903-9e0d-d2d23a0ef4c3","1324 Supply, distribution and related managers"
1324,מנהל תחנת מוניות,http://data.europa.eu/esco/occupation/fc35b7ca-ecec-40d7-91b5-5065f662d955,airport director,"Supply, distribution and related managers",0.581886743,5,airport director http://data.europa.eu/esco/occupation/fc35b7ca-ecec-40d7-91b5-5065f662d955,"1324 Supply, distribution and related managers"
1324,מנהל תחנת מוניות,http://data.europa.eu/esco/occupation/fd00e4bb-dcee-41d7-81d3-2cdebad8fe70,import export manager in chemical products,"Supply, distribution and related managers",0.525164592,19,import export manager in chemical products http://data.europa.eu/esco/occupation/fd00e4bb-dcee-41d7-81d3-2cdebad8fe70,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/00fdad73-4551-4e43-b256-1d4a3759db1e,import export manager in meat and meat products,"Supply, distribution and related managers",0.284760483,83,import export manager in meat and meat products http://data.europa.eu/esco/occupation/00fdad73-4551-4e43-b256-1d4a3759db1e,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/032d4115-03ec-49c9-853d-678f8a41969b,electronic and telecommunications equipment and parts distribution manager,"Supply, distribution and related managers",0.560929241,18,electronic and telecommunications equipment and parts distribution manager http://data.europa.eu/esco/occupation/032d4115-03ec-49c9-853d-678f8a41969b,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/0cbfa809-2d71-44e5-b736-c4da3c8fe09d,import export manager in agricultural machinery and equipment,"Supply, distribution and related managers",0.504022988,32,import export manager in agricultural machinery and equipment http://data.europa.eu/esco/occupation/0cbfa809-2d71-44e5-b736-c4da3c8fe09d,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/0d442b70-5413-4820-bebf-36dd5ce437ac,air traffic manager,"Supply, distribution and related managers",0.524054836,24,air traffic manager http://data.europa.eu/esco/occupation/0d442b70-5413-4820-bebf-36dd5ce437ac,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/12142c2c-9b6f-4e4f-8153-f1a51554e4e0,"import export manager in machinery, industrial equipment, ships and aircraft","Supply, distribution and related managers",0.34387844,74,"import export manager in machinery, industrial equipment, ships and aircraft http://data.europa.eu/esco/occupation/12142c2c-9b6f-4e4f-8153-f1a51554e4e0","1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/13b12b2d-e223-46f5-a6c0-cb77fe37f03a,textile industry machinery distribution manager,"Supply, distribution and related managers",0.516234703,28,textile industry machinery distribution manager http://data.europa.eu/esco/occupation/13b12b2d-e223-46f5-a6c0-cb77fe37f03a,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/173a882d-0a14-4919-ac1b-23e8ee8273de,"import export manager in hardware, plumbing and heating equipment and supplies","Supply, distribution and related managers",0.447179232,47,"import export manager in hardware, plumbing and heating equipment and supplies http://data.europa.eu/esco/occupation/173a882d-0a14-4919-ac1b-23e8ee8273de","1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/1ee8dfca-19b0-4e1a-88ed-68548f80951b,import export manager in flowers and plants,"Supply, distribution and related managers",0.413811609,55,import export manager in flowers and plants http://data.europa.eu/esco/occupation/1ee8dfca-19b0-4e1a-88ed-68548f80951b,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/23a9e478-d465-4b61-b6d9-97b7e90af17a,flowers and plants distribution manager,"Supply, distribution and related managers",0.482789798,36,flowers and plants distribution manager http://data.europa.eu/esco/occupation/23a9e478-d465-4b61-b6d9-97b7e90af17a,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/243f3b7e-cd7a-419a-94c0-d4f2040f09af,"computers, computer peripheral equipment and software distribution manager","Supply, distribution and related managers",0.321926685,76,"computers, computer peripheral equipment and software distribution manager http://data.europa.eu/esco/occupation/243f3b7e-cd7a-419a-94c0-d4f2040f09af","1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/24af7ff6-bd84-43a6-8cba-e60776f956f5,pharmaceutical goods distribution manager,"Supply, distribution and related managers",0.362466307,69,pharmaceutical goods distribution manager http://data.europa.eu/esco/occupation/24af7ff6-bd84-43a6-8cba-e60776f956f5,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/29a95106-3680-427b-bd1c-3f13d6999241,live animals distribution manager,"Supply, distribution and related managers",0.472339708,39,live animals distribution manager http://data.europa.eu/esco/occupation/29a95106-3680-427b-bd1c-3f13d6999241,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/2ad52381-6adb-4262-b17c-ea7fcb3b6696,"fish, crustaceans and molluscs distribution manager","Supply, distribution and related managers",0.365377263,67,"fish, crustaceans and molluscs distribution manager http://data.europa.eu/esco/occupation/2ad52381-6adb-4262-b17c-ea7fcb3b6696","1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/2f5de1ab-eddf-4715-8193-e994912c22ea,warehouse manager,"Supply, distribution and related managers",0.606867594,12,warehouse manager http://data.europa.eu/esco/occupation/2f5de1ab-eddf-4715-8193-e994912c22ea,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/3530b443-d2bf-4741-b771-12c77e7c6232,movie distributor,"Supply, distribution and related managers",0.457585607,44,movie distributor http://data.europa.eu/esco/occupation/3530b443-d2bf-4741-b771-12c77e7c6232,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/377865f0-c327-4599-8c7e-d428c6588edf,purchasing manager,"Supply, distribution and related managers",0.612509588,11,purchasing manager http://data.europa.eu/esco/occupation/377865f0-c327-4599-8c7e-d428c6588edf,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/37f92bd9-b14c-4ab5-82fb-545ba7ba3b8b,china and glassware distribution manager,"Supply, distribution and related managers",0.259477413,86,china and glassware distribution manager http://data.europa.eu/esco/occupation/37f92bd9-b14c-4ab5-82fb-545ba7ba3b8b,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/42abcbcb-721b-4da6-9c06-f6951969d056,import export manager in perfume and cosmetics,"Supply, distribution and related managers",0.281548159,84,import export manager in perfume and cosmetics http://data.europa.eu/esco/occupation/42abcbcb-721b-4da6-9c06-f6951969d056,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/4311b9e0-064e-41bc-b120-5eb21f337780,"import export manager in coffee, tea, cocoa and spices","Supply, distribution and related managers",0.25609392,87,"import export manager in coffee, tea, cocoa and spices http://data.europa.eu/esco/occupation/4311b9e0-064e-41bc-b120-5eb21f337780","1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/449f6aef-a8e6-4edc-aea4-802a7b773e00,"agricultural raw materials, seeds and animal feeds distribution manager","Supply, distribution and related managers",0.409329924,57,"agricultural raw materials, seeds and animal feeds distribution manager http://data.europa.eu/esco/occupation/449f6aef-a8e6-4edc-aea4-802a7b773e00","1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/49607371-2712-4b0a-8d7c-1b4bc22d9581,wood and construction materials distribution manager,"Supply, distribution and related managers",0.464223206,42,wood and construction materials distribution manager http://data.europa.eu/esco/occupation/49607371-2712-4b0a-8d7c-1b4bc22d9581,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/4c313f2a-704e-4d3c-a7c2-98e1b93c9e94,import export manager in office furniture,"Supply, distribution and related managers",0.370554888,65,import export manager in office furniture http://data.europa.eu/esco/occupation/4c313f2a-704e-4d3c-a7c2-98e1b93c9e94,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/4ea620f2-5c75-49ee-85a0-b2fb6bbf3624,road operations manager,"Supply, distribution and related managers",0.620923139,9,road operations manager http://data.europa.eu/esco/occupation/4ea620f2-5c75-49ee-85a0-b2fb6bbf3624,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/52d303a7-630b-4e3f-9f62-becd9b2fcb46,metals and metal ores distribution manager,"Supply, distribution and related managers",0.506329043,31,metals and metal ores distribution manager http://data.europa.eu/esco/occupation/52d303a7-630b-4e3f-9f62-becd9b2fcb46,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/53e61b71-60a3-4873-bc14-d6e28693818c,"textiles, textile semi-finished and raw materials distribution manager","Supply, distribution and related managers",0.470126916,40,"textiles, textile semi-finished and raw materials distribution manager http://data.europa.eu/esco/occupation/53e61b71-60a3-4873-bc14-d6e28693818c","1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/5b912733-abc8-43f7-825c-00ae21043685,import export manager in wood and construction materials,"Supply, distribution and related managers",0.368805367,66,import export manager in wood and construction materials http://data.europa.eu/esco/occupation/5b912733-abc8-43f7-825c-00ae21043685,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/5cc6d160-3864-43b0-b3eb-77d1208a51b4,import export manager in metals and metal ores,"Supply, distribution and related managers",0.40893406,58,import export manager in metals and metal ores http://data.europa.eu/esco/occupation/5cc6d160-3864-43b0-b3eb-77d1208a51b4,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/61a61a3b-6fcd-4525-9f5c-0a1415a9a51f,tobacco products distribution manager,"Supply, distribution and related managers",0.498681658,33,tobacco products distribution manager http://data.europa.eu/esco/occupation/61a61a3b-6fcd-4525-9f5c-0a1415a9a51f,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/625d316c-2b93-4a9c-ada2-b19efa7c611b,clothing and footwear distribution manager,"Supply, distribution and related managers",0.409937427,56,clothing and footwear distribution manager http://data.europa.eu/esco/occupation/625d316c-2b93-4a9c-ada2-b19efa7c611b,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/632e61c8-4e4b-44c7-b213-6dd5a174b143,distribution manager,"Supply, distribution and related managers",0.643913483,7,distribution manager http://data.europa.eu/esco/occupation/632e61c8-4e4b-44c7-b213-6dd5a174b143,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/63c92723-ee86-42cb-89bf-d93b65398bef,import export manager in watches and jewellery,"Supply, distribution and related managers",0.378029752,63,import export manager in watches and jewellery http://data.europa.eu/esco/occupation/63c92723-ee86-42cb-89bf-d93b65398bef,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/65beb253-61b0-4f8f-9c3c-49419913fd18,import export manager in dairy products and edible oils,"Supply, distribution and related managers",0.310720461,79,import export manager in dairy products and edible oils http://data.europa.eu/esco/occupation/65beb253-61b0-4f8f-9c3c-49419913fd18,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/67aee472-533b-4569-a7a5-e7bc34b2cdce,watches and jewellery distribution manager,"Supply, distribution and related managers",0.475708646,37,watches and jewellery distribution manager http://data.europa.eu/esco/occupation/67aee472-533b-4569-a7a5-e7bc34b2cdce,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/6e873bb0-ff0d-4800-a898-362b9a2e1c47,import export manager in textiles and textile semi-finished and raw materials,"Supply, distribution and related managers",0.417819454,51,import export manager in textiles and textile semi-finished and raw materials http://data.europa.eu/esco/occupation/6e873bb0-ff0d-4800-a898-362b9a2e1c47,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/72d1e9ca-294c-4349-90ed-f99541d447d0,specialised goods distribution manager,"Supply, distribution and related managers",0.207559506,90,specialised goods distribution manager http://data.europa.eu/esco/occupation/72d1e9ca-294c-4349-90ed-f99541d447d0,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/73bdadf0-2175-4097-8f4d-b6dabeb0a030,fruit and vegetables distribution manager,"Supply, distribution and related managers",0.39929869,59,fruit and vegetables distribution manager http://data.europa.eu/esco/occupation/73bdadf0-2175-4097-8f4d-b6dabeb0a030,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/73d3ce3c-296c-4f85-9381-2eed6f3ae5fa,inland water transport general manager,"Supply, distribution and related managers",0.551050666,20,inland water transport general manager http://data.europa.eu/esco/occupation/73d3ce3c-296c-4f85-9381-2eed6f3ae5fa,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/784c98c2-96bd-4610-8da3-87d80f136285,finished leather warehouse manager,"Supply, distribution and related managers",0.416471738,52,finished leather warehouse manager http://data.europa.eu/esco/occupation/784c98c2-96bd-4610-8da3-87d80f136285,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/788a9895-a39a-4a83-be90-e006e2f8dce5,pipeline superintendent,"Supply, distribution and related managers",0.654091018,6,pipeline superintendent http://data.europa.eu/esco/occupation/788a9895-a39a-4a83-be90-e006e2f8dce5,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/7d9c060a-f280-441d-baf9-7d4a6b520a2a,"import export manager in computers, computer peripheral equipment and software","Supply, distribution and related managers",0.297739472,80,"import export manager in computers, computer peripheral equipment and software http://data.europa.eu/esco/occupation/7d9c060a-f280-441d-baf9-7d4a6b520a2a","1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/7ff7ab7d-12a6-4d87-ac91-8a8f3540b1c0,"hides, skins and leather products distribution manager","Supply, distribution and related managers",0.394966077,60,"hides, skins and leather products distribution manager http://data.europa.eu/esco/occupation/7ff7ab7d-12a6-4d87-ac91-8a8f3540b1c0","1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/80db1e93-6dad-49aa-b465-d64a4a73141b,leather raw materials purchasing manager,"Supply, distribution and related managers",0.440967964,48,leather raw materials purchasing manager http://data.europa.eu/esco/occupation/80db1e93-6dad-49aa-b465-d64a4a73141b,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5,logistics and distribution manager,"Supply, distribution and related managers",0.638452142,8,logistics and distribution manager http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/84e4c780-ee17-44dd-af6f-d1c06a3e353d,"import export manager in mining, construction and civil engineering machinery","Supply, distribution and related managers",0.461789285,43,"import export manager in mining, construction and civil engineering machinery http://data.europa.eu/esco/occupation/84e4c780-ee17-44dd-af6f-d1c06a3e353d","1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/87426cf2-9e36-46a4-aa4f-6a8d20dd93d6,chemical products distribution manager,"Supply, distribution and related managers",0.545954416,21,chemical products distribution manager http://data.europa.eu/esco/occupation/87426cf2-9e36-46a4-aa4f-6a8d20dd93d6,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/8914badc-df5e-4671-908e-de5bc795658b,import export manager in electronic and telecommunications equipment and parts,"Supply, distribution and related managers",0.491200571,34,import export manager in electronic and telecommunications equipment and parts http://data.europa.eu/esco/occupation/8914badc-df5e-4671-908e-de5bc795658b,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/8c0cc417-6b09-4082-8062-2f0f7123a573,import export manager in office machinery and equipment,"Supply, distribution and related managers",0.510229125,30,import export manager in office machinery and equipment http://data.europa.eu/esco/occupation/8c0cc417-6b09-4082-8062-2f0f7123a573,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/8f928d49-da89-4d07-9123-2151a4d276d4,move manager,"Supply, distribution and related managers",0.617659921,10,move manager http://data.europa.eu/esco/occupation/8f928d49-da89-4d07-9123-2151a4d276d4,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/95d8f19e-f62b-443f-ac53-324ea8f98cf5,import export manager in china and other glassware,"Supply, distribution and related managers",0.21093091,89,import export manager in china and other glassware http://data.europa.eu/esco/occupation/95d8f19e-f62b-443f-ac53-324ea8f98cf5,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/96c870c0-f93a-43c3-9ce4-1fe9e737fece,"machinery, industrial equipment, ships and aircraft distribution manager","Supply, distribution and related managers",0.387218097,62,"machinery, industrial equipment, ships and aircraft distribution manager http://data.europa.eu/esco/occupation/96c870c0-f93a-43c3-9ce4-1fe9e737fece","1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/972ef593-89c3-468b-aad5-81bc575feb58,import export manager in textile industry machinery,"Supply, distribution and related managers",0.448292349,46,import export manager in textile industry machinery http://data.europa.eu/esco/occupation/972ef593-89c3-468b-aad5-81bc575feb58,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/98ad0008-13d9-4e9b-94bf-4f4a5faae764,rail operations manager,"Supply, distribution and related managers",0.772709016,2,rail operations manager http://data.europa.eu/esco/occupation/98ad0008-13d9-4e9b-94bf-4f4a5faae764,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/9f12704c-5e6c-47b0-a866-3b92663e6a4b,resource manager,"Supply, distribution and related managers",0.665672922,5,resource manager http://data.europa.eu/esco/occupation/9f12704c-5e6c-47b0-a866-3b92663e6a4b,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/9faaae26-804d-48f3-97b0-84f7e1aceae8,import export manager in beverages,"Supply, distribution and related managers",0.437105907,49,import export manager in beverages http://data.europa.eu/esco/occupation/9faaae26-804d-48f3-97b0-84f7e1aceae8,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/9fcce643-276b-435f-aa94-4516c2414686,waste and scrap distribution manager,"Supply, distribution and related managers",0.530062377,23,waste and scrap distribution manager http://data.europa.eu/esco/occupation/9fcce643-276b-435f-aa94-4516c2414686,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/a2ff6cc3-15fa-4f02-a457-8fd5df7aa29e,intermodal logistics manager,"Supply, distribution and related managers",0.601172372,14,intermodal logistics manager http://data.europa.eu/esco/occupation/a2ff6cc3-15fa-4f02-a457-8fd5df7aa29e,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/a49e1479-90c4-41d2-871b-ac58ebc4894b,household goods distribution manager,"Supply, distribution and related managers",0.535463723,22,household goods distribution manager http://data.europa.eu/esco/occupation/a49e1479-90c4-41d2-871b-ac58ebc4894b,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/a70315e3-ae41-44a9-9fe5-7fe668469ee0,"import export manager in furniture, carpets and lighting equipment","Supply, distribution and related managers",0.374169145,64,"import export manager in furniture, carpets and lighting equipment http://data.europa.eu/esco/occupation/a70315e3-ae41-44a9-9fe5-7fe668469ee0","1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/aacc3918-b5d3-484b-9480-5d29aa550d74,supply chain manager,"Supply, distribution and related managers",0.670506863,4,supply chain manager http://data.europa.eu/esco/occupation/aacc3918-b5d3-484b-9480-5d29aa550d74,"1324 Supply, distribution and related managers"
1324,מנהל תחנת רכבת,http://data.europa.eu/esco/occupation/ad404c6b-291f-439e-9ad4-c93ddabd3c13,"mining, construction and civil engineering machinery distribution manager","Supply, distribution and related managers",0.516502521,27,"mining, construction and civil engineering machinery distribution manager http://data.europa.eu/esco/occupation/ad404c6b-291f-439e-9ad4-c93ddabd3c13","1324 Supply, distribution and related managers"
